Title,Credit Hour,level,Equivalent Courses,outlines
Design Pattern,,,,"Introduction to Design Patterns, Strategy Pattern, Design Principle, Observer Pattern, Design Principle 3, Decorator Pattern Decorator Pattern continued, Open Closed Principle, Factory Pattern(Simple Factory method, Factory Pattern, Abstract Factory), The Dependency Inversion Principle, Abstract Factory Pattern, Singleton Pattern (with multithreading) Command Pattern, Adapter Pattern, Façade Pattern , The Principle of Least Knowledge, Template Method Pattern, The Hollywood Principle, Iterator Pattern Single Responsibility, Composite Pattern, State Pattern Proxy Pattern, Compound Patterns Other Patterns Introduction to Refactoring, Bad smells in code, Composing Methods, Moving Features between Objects Organizing Data, Simplifying Conditional Expressions Making Method Calls Simpler, Dealing with Generalization Making Method Calls Simpler, Dealing with Generalization"
Multi-agent systems,,,,"Basics of Multi Agent Systems, Normal Form Games, Pareto Optimization, Nash Equilibrium, Computing Equilibria & Alt. Sol. Concepts, Linear Programming and extension for games, Imperfect information games, Extensive form games, Bayesian Games, Computational Social choice, Voting theory, Arrows impossibility, Ranking systems & Manipulation of voting, Mechanism design & Belief systems"
Computational Intelligence,,,,"Introduction to Computational Intelligence topics, Fundamental concepts, Neural Networks, Biological model, Information flow in neural cell, Artificial neural functions, Single and multilayer perceptrons, Recurrent neural networks, Kohonen SOM, RBF and hopfield neural networks, Boltzmann machine, Evolutionary computation, Genetic algorithms, Genetic programming, Differential evolution, Cultural evolution and Co-evolution, Evolution strategies, Swarm intelligence, basic particle swarm optimization (PSO), Variants of PSO, Dynamic PSO, Multi-objective PSO, Ant Colony Optimization (ACO), Variants of ACO, Data Mining with ACO, Fuzzy computing, Rough set theory, Problem solving by using computational intelligence techniques"
Applied Image Processing,,,,"Introduction, application areas, channels, loading data, color spaces, conversions between color spaces, convolutions, Segmentation of color objects using RGB and HSV based filtering, Edges, oriented edges such as vertical and horizontal Sobel filters, canny edge detection Model fitting with RANSAC, RANSAC based fitting with opencv, hough transform for lines and circles. Application to traffic signs and number plates, Thresholding, Adaptive thresholding, multi-level thresholding with k-means, watershed Stochastic watershed based segmentation, application to cell segmentation with watershed, Formulation of segmentation as an optimization problem, representation of curve evolution, curve evolution, Rigid and deformable transformations, registration framework, similarity measures, application to medical image registration, Description of object shape, shape context description, Matching with shape contexts, identification of tubular structures. MNIST classification with shape metrics, Description of HoG descriptors, sliding windows and multiscale identification, In depth discussion of calculation of ORB features and detection based on ORB features and project presentation"
Advanced GIS,,,,"Introduction and Background of GIS, Tools and Platforms for GIS Analysis, Web GIS Tools, Arc GIS Online, Geo-visualization and Digitalization, Vector and raster data handling and transformation, Spatial analysis and Statistics, Spatial analysis and Statistics, Research Trends in Remote Sensing, Surface Modeling, Network Analysis, Model Builder, Spatial relationships and regressions, Spatial interpolation methods, Advanced overlay analysis and geo-processing, Fuzzy set and image analysis"
Evolutionary Computations,,,,"Introduction to optimization: Un-constrained and Constrained optimization, Local optimal and global optimum, Discrete (combinatorial optimization) and Continuous Optimization, Single-Objective and Multi-Objective Optimization, NP-hard and NP-complete problems, evolutionary computation, Major classes of Evolutionary Algorithms, Local vs global search methods, Genetic Algorithms, Replacement strategies: random and worst, Basic genetic algorithm's theory, GAs as schema processors, Evolution Strategies, Genetic Programming, Non-Dominated Sorting Genetic Algorithm (NSGA-II), Other Multi-Objective Evolutionary (MOEAs): SPEA, SPEA2, and other state-of-the-art algorithms, Many-Objective state of the art Algorithms: MOEA/D, NSGA-III, Multi-objective Performance evaluation matrices, Dynamic multiobjective optimization, Hyper-heurstics, Multi-criteria Decision Making"
Statistical Pattern Recognition & Learning,,,,"Introduction to the problem , Review of matrix algebra and how it is used for data representation in machine learning, Review of Probability theory, Random variables, mean and covariance matrices, Probability theory and probability densities/distributions, Density estimation, Maximum likelihood classifier vs. maximum aposteriori classifier, Parametric methods, Multivariate Bernoulli distribution, Multivariate Gaussian distribution, Non-parametric methods, Histogram estimation, Kernel density estimation/Parzen windows, K-nearest neighbor estimator, Feature extraction/dimensionality reduction, Linear methods, Linear discriminant analysis, Multidimensional scaling, Non-linear methods, Isomaps, Locally linear embedding (Manifold learning), Features for deep learning, Clustering, Hierarchical clustering and various similarity measures, K-means, Self-organizing maps, Regression, Linear regression, Kernel regression, Regularization, Hidden Markov Models, Introduction to Markov chains, problems in HMM"
Data Visualization,,,,"Introduction to data visualization, value of visualization, examples of good and bad visualizations, Human perception and cognition, design criticism, graphical integrity principles, Introduction to Information Visualization and Scientific Visualization, The visualization pipeline - conceptual and implementation perspective, Data types and dataset types, Basic data transformation and simplification techniques including filtering & queries, pivoting, aggregation etc. Advance data and visual simplification techniques including visual aggregation, dimensionality reduction, and interaction techniques etc., Visualization building blocks (marks, channels and their ranking), visual encoding, expressiveness and effectiveness of a visual encoding, color models and color spaces, Creation of basic statistical plots (using Tableau / Python etc). Introduction to data visualization programming using state-of-the-art visualization libraries ( e.g. D3.js JavaScript library), Visualization of high dimensional data, multi-dimensional data, network and hierarchical data, geo-spatial data (maps and cartography), text data and visual storytelling, Interaction techniques: Designing multiple coordinated views with brushing and linking, navigation through large datasets (overview + context | overview, filter, details on demand), Leading trends and advanced topics in Data Visualization"
Text Mining,,,,"Introduction to Text Mining, NLP Systems Concepts and Architectures, Language Modeling, The Basic Language Models & Constraints, Minimum Edit Distance, Spelling Correction, Text Classification, Bag of Words, Naive Bayes, Sentiment Analysis, Logistic Regression, Lexicons, Semantics, Denotational vs Distributional, Word Vectors, Semantic Representations, Information Retrieval, Named Entity Recognition, POS Tagging, Relation Extraction, Question and Answering, Text Ranking, Deep Learning Models for Text Mining, RNNs, LSTMs, Attention, Transformers"
Interaction Design,,,,"Introduction: Understanding Interaction Design, design process, Understanding the Problem: Design Research, Understanding the People: Personas and Goals, Defining the Problem and Setting the Vision, Creative Teamwork, practices of a creative professional, Good Product Behavior, qualities of a good digital product, Optimizing for Platform, Posture and Perpetual Intermediates, Optimizing for Intermediates, Orchestration and Flow"
Evolutionary Computations,,,,"Introduction to Evolutionary Computation, Biological evolution – introduction and basic properties, Evolutionary Algorithms, theoretical foundation, basic distribution, Genetic algorithms (GA), Fundamentals: representations, genetic operator, selection mechanism, Evolution Strategies, Evolutionary Programming, Parameter Control in EC, Multi objective problems and constraints handling. Multi models (Island, Co-evolution), Hybrid systems: Evolving machine learning algorithms. Application of EC in the dynamic and real-world environment"
Information Retrieval and Text Mining,,,,"Key problems, Information need, Queries and documents, Matching scores, Inverted Index Construction, Posting Lists, Dictionary, Distributed indexing, dynamic indexing, Zipf’s Law, Heap’s Law, Index Compression, Text Preprocessing, Tokenization Stopping, stemming, Retrieval Models (Vector Space Models), Vector-space model, Cosine Similarity, Tf-Idf, BM25, Retrieval Models ( Language Models), Smoothing Methods, Relevance Feedback, IR Evaluation/ Measures, Ranking measures: R-prec, Mean Average Precision, nDCG, Reciprocal Rank, Web Retrieval, Link analysis, Markov Chains, PageRank, Clustering, K-means clustering, HAC, Evaluation of clustering, Clustering, Hierarchal Agglomerative Clustering, Text Classification, Naive Bayes"
Semantic Web Technologies,,,,"Introduction to Semantic Web Technologies, Understanding Data on the Web, Understanding the foundation of Semantic Web Technology, Knowledge, vs Information vs. Data. Semantic Web Technology stack, RDF and RDFS, How to Represent Simple Facts with RDF, RDF and Turtle Serialization, RDF Data structures, RDF Reification, Model Building with RDFS, Logical Inference with RDF(S), RDF - RDF and the Web, Querying RDF Based Knowledge, How to Query RDF(S) – SPARQL, SPARQL is more than a Query Language, Complex Queries with SPARQL, More Complex SPARQL Queries, SPARQL Sub-queries and Property Paths, Linked Data Vocabularies and Ontologies, Logic and Rule Based Reasoning for the Semantic Web, Publishing Linked Data and Visualization, Ontological (Knowledge) Engineering, Semantic Web Case Studies"
Advanced Data Warehousing and Data Mining,,,,"Introduction to Data Warehouse and Data Mining applications, trends Fundamental concepts, data stores, Data Preprocessing Design and implementation, Development methodologies, Topdown Dimensional modeling, Facts, dimensions, Detailed Data modeling, Star vs Snowflake schema Data flow architectures, Transformational Process ETL discussion, different approaches of extraction and loading Data Quality Data Mining, Frequent Patterns Mid Term Association Rules, Association discovery Classification, Clustering K-means clustering Project"
Advanced Network Security,,,,"Introduction to Computer Security, Brief History of Computer Security, The threat environment, Traditional internal and external attacks, Cryptography and its concepts, Strengths and services of Cryptosystems, Type of ciphers, Symmetric cryptographic algorithms, Block ciphers, DES, Man in The Middle Attack, 3DES and AES, Stream Ciphers RC4, Asymmetric cryptographic algorithms, Diffie Hellman Algorithm, RSA Algorithm, Message Integrity and Authentication, Difference between public key cryptography and public key infrastructure, Hashing Algorithms and types, MD5, SHA, Review of Symmetric, Asymmetric and Hashing Algorithms, Digital signatures and online certificates status protocol, PKI, Digital certificate review, Encryption at different layers, Link encryption vs. end-to-end encryption, Internet protocols, HTTP and HTTPS, Secure Socket Layer (SSL), Transport Layer Security (TLS), PGP, Email Security, Secure electronic transactions, cookies, Secure Shell (SSH), Virtual private networks (VPN), Internet protocol security (IPSEC), Introduction to Key Distribution, Kerberos, Kerberos Realms, X.509 Certificates (structure, usage, hierarchy, example), MAC and HMAC, Firewalls, Types of Firewalls, Firewall Configurations, and Demilitarized Zone (DMZ), Distributed Firewalls, IPS Technologies, IPS Response Techniques, Common IPS Detection Methodologies, IEEE 802.11 Wireless LAN (WLAN), WiFi Alliance, Wired Equivalent Privacy (WEP), Wifi Protected Access (WPA), Wireless Transport Layer Security (WTLS), System and Server Security, Steganography, Target Vulnerability Validation Techniques, Penetration Testing Overview and Phases, Elliptic Curve Cryptography, Block Chain Technology, Quantum Cryptography"
Mobile Application Development,,,,"Introduction to the course, plan of study, grading policy, Brief history of Mobile Devices, The Mobile Ecosystem, Introducing the Android Computing Platform, Why Mobile?, Designing for Context, Introduction to Development environment, Setting up Eclipse and SDK, Types of Mobile Applications, Mobile Information Architecture, Mobile Design, Mobile Design, Mobile Web Apps vs Native Apps, Mobiles Application Development Platform, HTML5 for Mobiles, Android OS: Architecture, Framework and Application Development; iOS: Architecture, Framework, Application Development with Windows Mobile, Eclipse, Fragments, Calling Built-in Applications using Intents, Displaying Notifications, Components of a Screen, Adapting to Display Orientation, Managing Changes to Screen Orientation, Utilizing the Action Bar, Creating the User Interface, Listening for UI Notifications, Views, User Preferences, Persisting Data, Sharing Data, Sending SMS Messages, Getting Feedback, Sending Email, Displaying Maps, Consuming Web Services Using HTTP, Web Services: Accessing and Creating, Threading, Publishing, Android Applications, Deployment on App Stores, Mobile Programming Languages, Challenges with Mobility and Wireless Communication, Location-aware Applications, Performance/Power Tradeoffs, Mobile Platform Constraints, Emerging Technologies"
Routing and Switching,,,,"Introduction, Routing and Switching Essentials, Explore the World of Networking, Router Concepts: Introduction, IP Addressing, Router Initial Configuration, Routing Decisions, Router Operation, Static Routing: Introduction, Implement Static Routes, Configure Static and Default Routes, Troubleshoot Static and Default Route, Dynamic Routing: Introduction, Dynamic Routing Protocols, Interior Gateway Routing: RIPv2, IGRP, EIGRP, OSPF, and IS-IS, Exterior Gateway Routing: BGP, IP Multicasting, Switched Networks: Introduction, LAN Design, The Switched Environment Spanning Tree Protocol, Switch Configuration: Introduction, Basic Switch Configuration, Switch Security, VLANS: Introduction, VLAN Segmentation, VLAN Implementations, Inter-VLAN Routing Using Routers, Access Control Lists: Introduction, ACL Operation, Standard IPv4 ACLs, Troubleshoot ACLs, DHCP: Introduction, DHCPv4, DHCPv6, NAT: Introduction, NAT Operation, Configure NAT, Troubleshoot NAT, Device Discovery, Management, and Maintenance"
Introduction to Cloud Computing/Big Data Systems,,,,"Introduction to Big Data Systems, 4 Vs of Big Data, Characteristics of Big Data., Usage of Big data, Analytical vs Transactional System, Requirements of Big Data System, Concepts of Parallel Computing, Cluster Computing, Flynn’s Taxonomy. Introduction to cloud computing. Why Cloud on Big Data. Fundamental concepts of Cloud Computing, Data Locality, Hadoop Distributed File System, Introduction to MapReduce, Word count Problem, MapReduce Algorithms, Frequent Items, Page rank, grep, Inverted Indexing, MapReduce Algorithms, Join Operations, YARN, Limitations of MapReduce, MapReduce vs Databases, Hive and Pig, Introduction to Spark, Spark Architecture, Lambda Architecture, Spark RDD, Functions, Spark RDD and Key, value pairs, Spark Programming, Machine Learning concepts using Spark Mlib,MongoDB, Cassandra"
Network Management,,,,"Introduction to network monitoring and management, Basic concepts of network management such as SNMP, MIB and RMON etc, Approaches to network management in ad hoc networks, Issues like addressing, mobility, QoS, routing and security in ad hoc networks, Network management in cognitive radio networks, Topics on software defined networks, Overlay networks, Sensor networks and its various applications such as condition monitoring, health monitoring and situation awareness and management"
Secure Systems,,,,"Introduction and basic terminologies regarding, Challenges of Secure systems, today’s Security Attacks, Buffer-Overflow Attacks, Memory Layout, Stack Layout, Buffer Overflow Vulnerability, Address Space Layout Randomization, Heap-Based Buffer Overflow, Education on cybercrimes, Application Attacks, Server-Side Web Application Attacks, SQL security, SQL injection & countermeasures, HTTP sessions & cookies, Session Hijacking & mitigation, Cookie theft, Cross-Site Request Forgery (CSRF) & countermeasures, Same-origin policy (SOP), Cross-site scripting (XSS) & countermeasures, Blockchain, Decentralization vs Centralization, Layers of Blockchain, Mining, Anonymity, Bitcoin as a platform, Securing systems using Blockchain/AI/ML"
Data Mining,,,,"Introduction to Data Mining, Data Preprocessing, Association Rule Mining: Basics and Apriori, Variations of Apriori (DIC, DHP, ECLAT, partitioning algorithm), Frequent Pattern Growth (FP) , Closed and Maximal Pattern Mining, Multi-level Association Rule Mining, Multi-dimensional association rule Mining, Constraint based Rule Mining, Cluster Analysis: Clustering Algorithms: , Web Mining , Page Rank Algorithm, Hits Algorithm"
Deep Learning,,,,"Introduction to DL, Logistic Regression, Neural Networks, Introduction to Deep Neural Network, Regularization, Dropout, Drop Connect, CNN, CNN Architectures, RNN, LSTM, GRP, Applications in Deep Learning (Abnormal Activity, Video Summarization, Machine Translation), Auto Encoders, Deep Forest, Advances in Deep Learning"
Cyber Security,,,,"Course Introduction, Revision and Assessment of Basic Concepts, Programming Fundamentals, Computer Networks, Assembly Language, Introduction to Linux, Cyber Security Introduction, CIA Model AAA Model, Three Perimeters of security, Host security, Network security, Internet security, Hacker Types, White Hat, Black Hat, Gray hat, Cyber Security Criminals Script Kiddies, Vulnerabilities Broker Hacktivists, Cyber Criminals, State Sponsored Hackers, Security Breaches, Phishing, Identify Theft, Cyber Stalking, Extortion, Attacks, Password Theft and Password Cracking, Denial-of-Service (DoS) and its Techniques Penetration Testing, Man-in-the-Middle (MITM), Passive Attacks, Defense, Strong password, Two-step Verification, Email Attachment, Website Links Authentication and Access Controls Username and password, Guessing password, Protecting password files, Password cracking techniques, Physical Security, NIST Cybersecurity Framework, Physical Access-Controls (e.g., cipher locks) Video Surveillance, Intrusion Detection and Reporting System, Malware Classification, Virus, Worms, Trojan Horse, Ransomware, Rootkits and Bootkits, RATs, Protection against Malware, Malware Analysis, Static Analysis, Dynamic Analysis, Software Security, Set UID Programs, Password change dilemma in Linux and Windows, Attacks against privileged programs (e.g., environment variables, search path vulnerability, user inputs), Buffer Overflow, Attacks (e.g., overwriting function return address) and exploitation (e.g., shell code execution) o Defenses (e.g., canaries, ASLR, DEP), Return to libc, Format String Vulnerability, User input validation, Basic Cryptography (e.g., cipher text, plaintext, key, substitution cipher) Symmetric Key Encryption, Encryption Modes Attack on Encryption Modes, One-way Hash Functions Public Key Cryptography, Key Exchange (Diffie-Hellman), RSA, Shared Session Keys, Man-in-the-Middle Attack, Public Key Infrastructure, Implications of Stolen Certificate (Root CAs), HTTPS/TLS/SSL, TCP/IP Basics (sniffing and spoofing, socket programming), Attacks on TCP (SYN flooding, syn cookies, connection reset, session hijacking), Firewalls, Intrusion/Anomaly Detection Systems, Virtual Private Networks (VPN), DNS Security (attacks, defenses) , Cross Site Scripting (XSS), (Optional) Advance Topics like Hardware Security, Cloud Security, Wireless Security, Internet of Things Security"
Deep Learning,,,,"Basics of model based learning, gradient descent optimization, Classification and dimensionality reduction with auto-encoders and convolutional auto-encoders, Advanced Layers and activations, Batch- and local response-normalization, Architectures, Back-propagation, Data Augmentation, Object Detection with RCNN, YOLO, Data Compression, Object Tracking, Semantic Segmentation, RNNs and LSTMs, GANs"
Engineering Safety Critical Systems,,,,"Importance of Safety in Critical Software Systems, Safety Assessment & Hazard Analysis, Avoiding Common Model Failures, Assigning Design Assurance Levels/Safety Integrity Levels to Software Components, Safety Standards, Ensuring Design and Code Diversity, Integrating Safety into Software Engineering, Requirement Engineering for Safety Critical Systems: Writing verifiable high and low-level requirements, Ensuring Requirement Traceability and Configuration Management, Design for Safety Critical Systems, Coding Standards for developing safety critical systems, Testing and Verification of Critical Systems, Ensuring Test and Requirement Coverage for High Assurance Systems, Safety Certifications"
Applied Information Security,,,,Applied Information Security is a complete lab based hands-on course that covers the following labs. Introduction to Information Security and Cryptography; Introduction to labs and Virtual Environment; Lab 1 Network Services; Lab 2 Authentication and Access Control; Lab 3 Log and Log Analysis; Lab 4 Symmetric Key Encryption; Lab 5 Public Key Infrastructure; Lab 6 Heart Bleed; Project Discussion; Lab 7 CSRF; Lab 8 SQLi; Lab 8 SQLi; Lab 9 Cross Site Scripting (XSS); Lab 10 Firewall
3D modeling and Simulations in Bioinformatics,,,,"Course Overview, Introduction to Protein Structure, Force fields: Molecular mechanics, 3D visualization, Force fields: Statistical potential, Conformational Analysis, Monte-Carlo simulations, Research paper presentation, Energy minimization methods, 3D Structure prediction, Project discussion, Docking, Research paper presentation, Molecular dynamics, Project presentations, Structure-based function analysis"
User Experience Engineering,,,,"Getting started with UX, applying Evaluation heuristics, Video: Building experience at scale, UX study on website + UI vs Front end vs UX, Need assessment and Contextual Inquiry, Personas and User stories, Journey map and Value Proposition Canvas, Walkthrough to the solution and wireframes, Tool Talk (Instructional manual, infographic), Visit to Usability Lab or Seminar with Industry, Hi-fi Prototype and test plan, Evaluation and A/B testing or Seminar with Industry"
Ethical Hacking,,,,"Introduction and basic terminologies regarding ethical hacking, Stages of Ethical Hacking, Hacker Classes, Vulnerability Research, Legal Implications of Hacking, Linux environment setup, Scope of Penetration Testing, documentation techniques of penetration testing, Linux basics, Introduction to foot printing, Information gathering methodology, DNS Enumeration, Whois and ARIN Lookups, Introduction to Social Engineering, Common type of social engineering attacks, Scanning phase, Vulnerability Assessment, Nessus, OpenVas, dirbuster, OwaspZap, Nmap, NSE and Zenmap, Setup vulnerable server, DOS attacks, Malware threats, Network and OS threats, Usage of Metasploit, payload generation and exploit, Armitage, Hacking OS and Wireless network, MITM, sniffing, Wireshark, network miner, session hijacking, OWASP Top 10 vulnerabilities version 2013 and 2017, Web application testing using burp suite, Hacking a web server, Maintaining Access, Clearing logs, Hacking mobile platforms, payload generation and encoding. Setting up L3mon and msfvenom"
Social Network Analysis,,,,"Introduction to networks, social network analysis, Impact of social networks, Topological networks in nature, Basics of Graph Theory, Complex Networks, Bi-partite graphs, Generative models with graphs and complex networks, Metrics of complex networks, Analysis of socio-technical networks, and applications of network analytic techniques in LA, i.e. community detection, bipartite network analysis, network clustering, integration with text analysis. Presentation of community detection, information flow analysis, and statistical approaches in network analysis, Random network models: Erdos-Renyi and Barabasi-Albert, connected components, giant component, average shortest path, diameter, breadth-first search, preferential attachment, Create random networks, calculate component distribution, average shortest path, evaluate impact of structure on ability of information to diffuse, Link Analysis, Community Detection, Small world network models, optimization, strategic network formation and search, Concepts: small worlds, geographic networks, decentralized search, Information Diffusion, Text Analysis, Behavior Analytics, Information Theory, Recommender Systems, Influence and Homophily"
Time Series Prediction,,,,"Introduction, Fundamental concepts, Trends, Stationary models, Non-stationary models, Model specification, Parameter estimation, Model diagnostics, Forecasting, Seasonal models, Multivariate time series models/ Auto-regressive models (ARCH and GARCH), Time series classification / Time series clustering"
Agile Software Project Management,,,,"Understand the philosophy behind each agile practice, when and how to apply the agile practices, Agile Manifesto and Principles, understanding of the Scrum Guide"
BlockChain and its Applications,,,,"Course Introduction, Cryptographic Hash Functions and Applications, Hash Pointers and Data structures, Bitcoin and Decentralization, Ethereum introduction and Wallets, Mechanics of Bitcoin, How to Store and Use Bitcoins, Bitcoin Mining, Bitcoin and Anonymity, Consensus algorithms, Proof of Stack, Delegated Proof-of-Stake (DPoS), SIEVE, Proof-of-Activity (PoA), Ethereum introduction and Wallets, Metamask, EOA and contracts, Writing smart contracts in Solidity, Blockchain Applications"
Nature-Inspired Iterative Algorithms,,,,"Optimization, Single-objective vs. Multi-objective optimization, Complex optimization problems and optimization objectives, Multi-objective optimization methods, Nature-inspired algorithms, Heuristics, Genetic algorithms, Simulated Evolution, Cuckoo Search, Stochastic Evolution, Simulated Annealing, Tabu search, Ant colony optimization, Particle Swarm optimization, Honeybee colony optimization, Extremal optimization, other algorithms, Hybridization and parallelization"
Business Analytics,,,,"Analytics fundamentals, web analytics, social media analytics, KPI, Performance Metrics, Data driven predictive analytics, customer churn, customer credit ranking case, customer experience modeling and analytics, customer journey data driven approach and case"
Computational Genomics,,,,"Introduction to Genomics, Genomics and variant calling, Computational Genomics with R, Probabilistic Models, Bayesian Networks, Hidden Markov Models, RNA Seq and Transcriptomics Analysis, Transcript assembly, Assembly and expression estimation, Transcript alignment (short reads/long reads), Statistical computing with R, Molecular Evolution and Phylogeny, Building Phylogenetic trees, Parsimony, Bootstrapping, Cancer Informatics"
Knowledge Engineering and Linked Data,,,,"Linked Data and the Web of Data, RDF and RDFS, Querying RDF Based Knowledge, Linked Data Vocabularies and Ontologies, Logic and Rule Based Reasoning for the Semantic Web, Linked Data Mash-ups and Applications, Ontological (Knowledge) Engineering, Advanced Linked Data Based Applications"
Securing the Internet of Things (IoT),,,,"Introduction to Internet of Things (IoT), Big picture of IoT security (an introduction to IoT security), Security classification and access control, Cryptography and its role in securing the IoT, Cryptographic Algorithms, Cryptographic attacks, Attack Surface in IoT and threat assessment, Embedded Devices, Components of IoT, IoT communication and messaging protocols (Application and transport layers), IoT communication protocol (Network and Data link layers), Examining cryptographic controls for IoT protocols, Risk of IoT, Security management"
Spatial Analytics,,,,"Introduction to GIS and its components. Introduction to Data Models (Vector model and Raster model), Introduction to ArcGIS, Map Projections, Coordinate Systems, An overview of the Spatial Statistics Tools, The Measuring Geographic Distributions, The Analyzing Patterns, The Mapping Clusters, The Modeling Spatial Relationships, Integrating R with ArcGIS, Spatial Analysis, Input, Operations, and Output, Selection and Classification, Proximity Functions and Buffering, Overlay, Network Analysis, Analyzing Patterns, The Analyzing Patterns, Average Nearest Neighbor, Spatial Autocorrelation to Analyze Patterns, Multi-Distance Spatial Cluster Analysis to Determine Clustering or Dispersion, Spatial Estimation, Spatial Interpolation Methods, Spatial Prediction, Interpolation, Core Area Mapping, Modeling Spatial Relationships, Spatial Regression Analysis, Linear regression with the Ordinary Least Squares (OLS), Exploratory Regression, Geographically Weighted Regression, Mapping Clusters, Hot-spot, Optimized Hotspot, Introduction to the R Programming Language, R Interface variables and assignment, R data types, Vectors, Matrices, Data frames, Factors, Lists, Reading, writing, loading, and saving data, Creating Custom ArcGIS Tools with ArcGIS Bridge and R, R-ArcGIS Bridge Package Building custom ArcGIS tools with R, Utilization of Custom Script tools in ArcGIS, Data Standards, Data Quality, Introduction, Data Accuracy, Accuracy Calculations, Geo-Digitizing"
Wireless Sensor Networks,,,,"Applications and Design Model, Examples of available sensor nodes, Sample sensor networks applications, Design challenges, Contemporary network architectures, Operational and computational models, Performance metrics, Software and hardware setups, Network Bootstrapping, Sensor deployment mechanisms, Issues of coverage, Node discovery protocols, Localization schemes, Network clustering, Data dissemination and routing, Query models, In-network data aggregation, Robust route setup, Coping with energy constraints, Physical and Link layers, Radio energy consumption model, Power management, Medium access arbitration, Optimization mechanisms, Dependability Issues, Security challenges, Threat and attack models, Quality of service provisioning, Clock synchronization, Supporting fault tolerant operation"
Computational Thinking and Data Science using Python,,,,"Introduction to the course, Data Science Philosophy, Python Programming Basics, Optimization Problems, Different types of optimization problems in Data Science and their implementation approaches, Stochastic Thinking, Study of stochastic problems and their implementation, Random Walk, Monte Carlo Simulation, Confidence Intervals, Basics, Normal Distribution, Central Limit Theorem, Applied Machine learning, Linear Algebra for Big Data Processing, Overview, Recap of Map Reduce, Recap of Linear Algebra, Using Matrix Vector Multiplication for Big Data algorithms like Map Reduce and Social Network Mining Problems"
Mobile Ubiquitous Computing,,,,"Malware Analysis Fundamentals, Basic analysis, advanced static analysis, Advanced Dynamic analysis, Anonymous and stealthy analysis, Applying Machine-Learning Techniques, Mitigating Malware, Obfuscation, Ransomware Analysis, Anti-Reverse-engineering, Cyber-physical systems and autonomous vehicles"
Security in Ad Hoc Networks,,,,"Mobile ad hoc networks (MANETs), Wireless, sensor networks (WSNs) and Wireless mesh networks (WMNs), Mobile ad hoc networks (MANETs), Wireless sensor networks (WSNs) and Wireless mesh networks (WMNs), Medium access control (MAC) protocols, Security of Medium access control (MAC) protocols, Routing protocols, Security of Routing protocols, Security in Vehicular networks, SDN architecture for Ad Hoc networks, Trust management for Ad Hoc networks, WSN security, IoT security"
Swarm Intelligence,,,,"Introduction to Swarm Intelligence, Particle Swarm Optimization, Particle Swarm Optimization and Variants, Variants of Particle Swarm Optimization, Multi Modal PSO, Dynamic PSO, Multi-Objective PSO, Ant Colony Optimization, Variants of ACO, Bee Colony Optimization, BAT Algorithm"
Adhoc & Sensor Networks,,,,"(TCP/IP Protocol Stack): Introduction, 5 layers of the tcp/ip stack. Various types of delays in computer networks and how to calculate them. Client Server and p2p architecture. File distribution time in CS and p2p architecture. HTTP and its connection types. TCP vs udp. Reliability, flow control and congestion control. (Wireless and mobile networks): Introduction, wireless links and network characteristics, WiFi: 802.11 Wireless LANs. CSMA/CA and Binary Exponential Backoff. Virtual Carrier sensing and Physical Carrier Sensing. Hidden and Exposed Terminal Problem. Solution of Hidden Terminal Problem: RTS/CTS. [Fragmentation and frame aggregatin] WLAN: TDMA and PCF Mode, WLAN energy consumption: Power save mode and Active mode (Wirelss adhoc networks): Introduction, Technical challenges, adhoc topology. Impact of adhoc topology on MAC and routing layer. Overview of adhoc routing protocols: (i) Proactive [table driven] and (ii) Reactive [ On demand] routing protocols. (TCP over adhoc networks): Problem facing TCP in Wireless Last-Hop. Indirect TCP, TCP Snoop. Problem facing TCP in Wireless adhoc (Wireless Sensor Networks): Applications and Energy Consumption. Zigbee, Ieee 802.15.4, MAC layer protocols for WSN"
Advanced Software Architecture,,,,"Introduction to the Course, Advanced Software Architecture, Needs and motivation of architecture, Types of Architecture, Layered Architectures, Event-Driven Architectures, Microkernel Architectures, Microservice, Architectures, Space-based Architectures, Model Driven Architectures, Software Patterns, Software Patterns Continued, Software Patterns Continued, Software Antipatterns, Research/Project presentations, Challenges in SW architecture design, Research/Project presentations, Design consideration of SW Architectures, Challenges in applying SW, Architecture Patterns, Evaluation of Architectures Frameworks"
Software Verification Tools and Techniques,,,,"Software Verification Tools and Techniques concepts, Software Verification Planning and Scoping, Requirements of Software Verification, architecture and Design, Requirements of Software Verification, architecture and Design, Software quality model , software reliability, Finite models, dependency and data flow models, Dependence and dataflow models; Structural Testing - Coverage Metric, Structural Testing - Dataflow Testing, Test-Driven Development, Test-Driven Development, Model checking summary, Software verification tool: Unit Frameworks, Software verification tool: Selection of tools for meeting organizational test objective, Estimating Tooling Effort, Measuring Software verification and validation Impact on Software Development"
Advance Machine Learning,,,,"Introduction to machine learning, Practical machine learning tools, Notation and Vectorization, Tools as Numpy and scikit-learn, Linear prediction with single variable, Case studies, Linear prediction with multiple variables, Going from linear to non-linear prediction in one easy step, Logistic regression for classification, Controlling model complexity with regularization, Representation of neural networks, Deep learning, Learning in neural networks, back propagation, Applying machine learning in practical scenarios, Machine learning system design, Convolutional Neural Networks, Support Vector Machines, Unsupervised learning, Clustering, Dimensionality reduction, Feature selection, Anomaly detection, Recommender systems, Collaborative filtering, CNN, Deep sequence models, Future directions to take"
